device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
20150,"Reagents, Clinical Chemistry, Enzyme, Transketolase",No,Outside scope,,,
20151,"Reagents, Serology, Bacteria, Streptococcus A, Antibody, M Protein",No,Outside scope,,,
20152,"Reagents, Cytology/Histology, Calibration, Flow Cytometry",No,Outside scope,,,
20153,"Reagents, Cytology/Histology, Control, Flow Cytometry",No,Outside scope,,,
20155,"Reagents, Serology, Virus, Adenovirus, Antibody",No,Outside scope,,,
20156,"Testers, Impedance",Yes,,,,
20157,"Testers, Impedance, Electrode/Lead/Cable, Electroencephalographic",Yes,,,,
20160,"Monitors, Bedside, Electroencephalography, Level-of-Consciousness",Yes,,,,
20161,"Scanning Systems, Computed Tomography/Positron Emission Tomography",Yes,,,,
20162,"Testers, Pulse Oximetry Monitor",Yes,,,,
20163,"Testers, Electrical Safety/Medical Device Performance",Yes,,,,
20164,Power Meters,Yes,,,,
20165,"Power Meters, Radiofrequency",Yes,,,,
20166,"Power Meters, Ultrasound, Therapeutic Unit, Shock Wave",Yes,,,,
20167,"Auditory Function Screening Devices, Newborn",Yes,,,,
20168,Monitors,Yes,,,,
20169,"Monitors, Bedside",Yes,,,,
20170,"Monitors, Bedside, Physiologic",Yes,,,,
20171,"Monitors, Bedside, Physiologic, Modular",Yes,,,,
20172,"Monitors, Bedside, Physiologic, Configured",Yes,,,,
20173,"Monitors, Bedside, Physiologic, Modular/Configured",Yes,,,,
20174,"Monitors, Bedside, Cardiac Output",Yes,,,,
20175,"Monitors, Bedside, Neurology, Electromyographic",Yes,,,,
20176,"Monitors, Bedside, Blood Gas/pH, Intravascular",Yes,,,,
20177,"Monitors, Bedside, Anesthetic Gas",Yes,,,,
20178,"Monitors, Bedside, Physiologic/Respiration/Anesthetic Gas",Yes,,,,
20179,"Monitors, Central Station",Yes,,,,
20180,"Monitors, Telemetric",Yes,,,,
20181,"Monitors, Telemetric, Uterine Activity",Yes,,,,
20182,"Monitors, Telemetric, Intracranial Pressure",Yes,,,,
20183,"Monitors, Personal",Yes,,,,
20184,"Monitors, Personal, Glucose",Yes,,,,
20185,"Monitors, Personal, Glucose, Implantable Sensor",Yes,,,,
20186,"Monitors, Personal, Glucose, Noninvasive",Yes,,,,
20187,"Monitors, Personal, Pulse Rate",Yes,,,,
20188,"Monitors, Environmental",Yes,,,,
20189,"Monitors, Environmental, Nitrogen Oxide/Dioxide",Yes,,,,
20190,"Monitors, Compressed Air/Gas",Yes,,,,
20191,"Monitors, Compressed Air/Gas, Multigas",Yes,,,,
20192,"Monitors, Electrical Safety",Yes,,,,
20193,"Monitors, Electrical Safety, Electrosurgery",Yes,,,,
20194,"Monitors, Laboratory, Water Purity",Yes,,,,
20195,Monitoring Systems,Yes,,,,
20196,"Recorders, Electronic Storage, Data, Physical Activity",Yes,,,,
20197,"Recorders, Electronic Storage, Data, Sleep/Awake",Yes,,,,
20198,"Analyzers, Point-of-Care, Breath, Carbon Monoxide",Yes,,,,
20199,"Needles, Injection",No,Outside scope,,,
20200,"Needles, Injection, Hypodermic, Dental",No,Outside scope,,,
20201,"Needles, Injection, Hypodermic, Ophthalmic",No,Outside scope,,,
20202,"Needles, Injection, Intramuscular",No,Outside scope,,,
20203,"Needles, Aspiration/Injection, Biliary Duct",No,Outside scope,,,
20204,"Needles, Injection, Intraligamentary",No,Outside scope,,,
20205,"Needles, Injection, Intraligamentary, Dental",No,Outside scope,,,
20206,"Needles, Injection, Intraosseous",No,Outside scope,,,
20207,"Needles, Injection, Intraosseous, Dental",No,Outside scope,,,
20208,"Needles, Aspiration, Cardiac",No,Outside scope,,,
20209,"Needles, Aspiration, Ophthalmic",No,Outside scope,,,
20210,"Needles, Aspiration, Uterine",No,Outside scope,,,
20211,"Needles, Aspiration, Uterine, Ovum Collection",No,Outside scope,,,
20212,"Needles, Aspiration/Injection",No,Outside scope,,,
20213,"Needles, Aspiration/Injection, Brain",No,Outside scope,,,
20214,"Needles, Aspiration/Irrigation",No,Outside scope,,,
20215,"Needles, Aspiration/Irrigation, Uterine",No,Outside scope,,,
20216,"Needles, Aspiration/Irrigation, Uterine, Ovum Collection",No,Outside scope,,,
20217,"Needles, Aspiration/Irrigation, Dental",No,Outside scope,,,
20218,"Needles, Aspiration/Irrigation, Ophthalmic",No,Outside scope,,,
20220,"Needles, Ligature",No,Outside scope,,,
20221,"Needles, Local Block",No,Outside scope,,,
20222,"Needles, Local Block, Pudendal",No,Outside scope,,,
20223,"Needles, Local Block, Retrobulbar",No,Outside scope,,,
20224,"Needles, Local Block, Peripheral",No,Outside scope,,,
20225,"Needles, Local Block, Peripheral, Insulated",No,Outside scope,,,
20226,"Needles, Dental Procedure",No,Outside scope,,,
20227,"Needles, Dental Procedure, Filling/Impression Material",No,Outside scope,,,
20228,"Needles, Ophthalmic Procedure",No,Outside scope,,,
20229,"Needles, Hemodialysis",No,Outside scope,,,
20230,"Needles, Hemodialysis, Arteriovenous Fistula",No,Outside scope,,,
20231,"Needles, Endoscopic Procedure",No,Outside scope,,,
20232,"Needles, Endoscopic Procedure, Bronchial Aspiration",No,Outside scope,,,
20233,"Needles, Endoscopic Procedure, Cardiac",No,Outside scope,,,
20234,"Needles, Brachytherapy",No,Outside scope,,,
20236,"Needles, Biopsy, Soft Tissue",No,Outside scope,,,
20237,"Needles, Biopsy, Breast",No,Outside scope,,,
20238,"Needles, Biopsy, Brain",No,Outside scope,,,
20239,"Needles, Biopsy, Amniocentesis",No,Outside scope,,,
20240,"Needles, Biopsy, Intraosseous",No,Outside scope,,,
20241,"Needles, Biopsy, Intraosseous, Bone Marrow",No,Outside scope,,,
20242,"Needles, Lesion Localization",No,Outside scope,,,
20243,"Needles, Lesion Localization, Breast",No,Outside scope,,,
20244,"Needles, Catheter Introduction",No,Outside scope,,,
20245,"Needles, Suture, Surgical",No,Outside scope,,,
20246,"Needles, Suture, Surgical, Cutting Edge",No,Outside scope,,,
20247,"Needles, Suture, Surgical, Taper Point",No,Outside scope,,,
20248,"Needles, Suture, Surgical, Blunt Point",No,Outside scope,,,
20249,"Needles, Suture, Ophthalmic",No,Outside scope,,,
20250,"Needles, Suture, Ophthalmic, Cutting Edge",No,Outside scope,,,
20251,"Needles, Suture, Ophthalmic, Taper Point",No,Outside scope,,,
20252,"Needles, Suture, Dental",No,Outside scope,,,
20253,"Needles, Suture, Dental, Cutting Edge",No,Outside scope,,,
20254,"Needles, Suture, Postmortem",No,Outside scope,,,
20255,"Syringes, Plunger",No,Outside scope,,,
20257,"Syringes, Plunger, Luer Slip",No,Outside scope,,,
20258,"Syringes, Plunger, Protective, Luer Slip",No,Outside scope,,,
20259,"Syringes, Plunger, Luer Lock",No,Outside scope,,,
20260,"Syringes, Plunger, Protective, Luer Lock",No,Outside scope,,,
20261,"Syringes, Plunger, Fixed Needle",No,Outside scope,,,
20262,"Syringes, Plunger, Protective, Fixed Needle",No,Outside scope,,,
20264,"Syringes, Plunger, Luer Slip, Eccentric Tip",No,Outside scope,,,
20265,"Syringes, Plunger, Protective, Luer Slip, Eccentric Tip",No,Outside scope,,,
20266,"Syringes, Plunger, Luer Lock, Eccentric Tip",No,Outside scope,,,
20267,"Syringes, Plunger, Protective, Luer Lock, Eccentric Tip",No,Outside scope,,,
20268,"Syringes, Plunger, Fixed Needle, Eccentric Tip",No,Outside scope,,,
20269,"Syringes, Plunger, Protective, Fixed Needle, Eccentric Tip",No,Outside scope,,,
20270,"Syringes, Plunger, Catheter Tip, Aspiration/Irrigation",No,Outside scope,,,
20271,"Syringes, Plunger, Insulin, Luer Slip",No,Outside scope,,,
20272,"Syringes, Plunger, Insulin, Protective, Luer Slip",No,Outside scope,,,
20273,"Syringes, Plunger, Insulin, Luer Lock",No,Outside scope,,,
20274,"Syringes, Plunger, Insulin, Protective, Luer Lock",No,Outside scope,,,
20275,"Syringes, Plunger, Insulin, Fixed Needle",No,Outside scope,,,
20276,"Syringes, Plunger, Insulin, Protective, Fixed Needle",No,Outside scope,,,
20277,"Syringes, Plunger, Tuberculin/Allergy, Luer Slip",No,Outside scope,,,
20278,"Syringes, Plunger, Tuberculin/Allergy, Protective, Luer Slip",No,Outside scope,,,
20279,"Syringes, Plunger, Tuberculin/Allergy, Luer Lock",No,Outside scope,,,
20280,"Syringes, Plunger, Tuberculin/Allergy, Protective, Luer Lock",No,Outside scope,,,
20281,"Syringes, Plunger, Tuberculin/Allergy, Fixed Needle",No,Outside scope,,,
20282,"Syringes, Plunger, Tuberculin/Allergy, Protective, Fixed Needle",No,Outside scope,,,
20283,"Syringes, Plunger, Arterial Blood Sampling, Luer Lock",No,Outside scope,,,
20284,"Syringes, Plunger, Arterial Blood Sampling, Protective, Luer Lock",No,Outside scope,,,
20285,"Syringes, Plunger, Arterial Blood Sampling, Luer Slip",No,Outside scope,,,
20286,"Syringes, Plunger, Arterial Blood Sampling, Protective, Luer Slip",No,Outside scope,,,
20287,"Syringes, Plunger, Contrast Media",No,Outside scope,,,
20288,"Syringes, Plunger, Dental",No,Outside scope,,,
20289,"Syringes, Plunger, Dental, Filling Material",No,Outside scope,,,
20290,"Syringes, Plunger, Prefilled",No,Outside scope,,,
20291,"Syringes, Plunger, Prefilled, Medication",No,Outside scope,,,
20292,"Syringes, Plunger, Prefilled, Medication, Luer Lock",No,Outside scope,,,
20293,"Syringes, Plunger, Prefilled, Medication, Protective, Luer Lock",No,Outside scope,,,
20294,"Syringes, Plunger, Prefilled, Medication, Blunt Cannula",No,Outside scope,,,
20295,"Syringes, Plunger, Prefilled, Catheter Flush",No,Outside scope,,,
20296,"Syringes, Plunger, Prefilled, Catheter Flush, Luer Lock",No,Outside scope,,,
20297,"Syringes, Plunger, Prefilled, Catheter Flush, Blunt Cannula",No,Outside scope,,,
20298,"Syringes, Plunger, Laboratory",No,Outside scope,,,
20299,"Syringes, Plunger, Laboratory, Sample Preparation/Injection",No,Outside scope,,,
20300,"Syringes, Plunger, Laboratory, Sample Preparation/Filtering",No,Outside scope,,,
20301,"Syringes, Plunger, Laboratory, Chromatography",No,Outside scope,,,
20302,"Syringes, Plunger, Laboratory, Chromatography, Thin-Layer",No,Outside scope,,,
20303,"Syringes, Plunger, Calibration",No,Outside scope,,,
20304,"Syringes, Cartridge, Luer Lock",No,Outside scope,,,
20305,"Syringes, Cartridge, Protective, Luer Lock",No,Outside scope,,,
20306,"Syringes, Cartridge, Dental",No,Outside scope,,,
20307,"Syringes, Cartridge, Dental, Anesthetic, Protective",No,Outside scope,,,
20308,"Syringes, Cartridge, Dental, Impression/Filling Material",No,Outside scope,,,
20309,"Syringes, Cartridge, Insulin",No,Outside scope,,,
20310,"Syringes, Cartridge, Insulin, Penlike",No,Outside scope,,,
20311,"Syringes, Bulb",No,Outside scope,,,
20312,"Syringes, Bulb/Barrel",No,Outside scope,,,
20313,"Syringes, Air System",No,Outside scope,,,
20314,"Syringes, Air System, Dental",No,Outside scope,,,
20315,"Injectors, Medication/Vaccine, Syringe, Insulin",No,Outside scope,,,
20316,Staplers,Yes,,,,
20317,"Staplers, Surgical",Yes,,,,
20318,"Staplers, Surgical, Linear",Yes,,,,
20319,"Staplers, Surgical, Linear, Gastrointestinal",Yes,,,,
20320,"Staplers, Surgical, Linear, Gastrointestinal, Cutting",Yes,,,,
20321,"Staplers, Surgical, Linear, Vascular",Yes,,,,
20322,"Staplers, Surgical, Circular",Yes,,,,
20323,"Staplers, Surgical, Circular, Hemorrhoid",Yes,,,,
20324,"Staplers, Skin",Yes,,,,
20325,"Staples, Bone, Compression",Yes,,,,
20326,"Staples, Bone, Compression, Separate-Leg",Yes,,,,
20327,"Staples, Bone, Compression, Heat Reshaping",Yes,,,,
20328,"Staples, Gastrointestinal/Internal Organ",Yes,,,,
20329,"Staples, Vascular",Yes,,,,
20330,"Staples, Skin",Yes,,,,
20332,"Power Supplies, Regulated, Staple Reshaping",Yes,,,,
20333,"Pacemakers, Gastric",Yes,,,,
20334,Programmer/Testers,Yes,,,,
20335,"Programmer/Testers, Implantable Gastric Pacemaker",Yes,,,,
20336,Showers,Yes,,,,
20337,"Showers, Emergency, Portable",Yes,,,,
20338,"Tables, Decontamination",Yes,,,,
20339,"Tables, Decontamination, Portable",Yes,,,,
20340,"Modular Medical Facilities, Stationary, Personnel Shower/Decontamination",Yes,,,,
20341,"Modular Medical Facilities, Mobile, Personnel Shower/Decontamination",Yes,,,,
20342,"Protection Garments, Environmental, Decontamination/Cleaning",Yes,,,,
20343,"Protection Garments, Environmental, Contaminated Area Rescuer",Yes,,,,
20344,"Protection Garments, Environmental, Decontamination Re-Dressing",Yes,,,,
20345,"Gloves, Chemical Resistant",Yes,,,,
20346,"Covers, Shoe, Chemical Resistant",Yes,,,,
20347,Tags,Yes,,,,
20348,"Tags, Medical Triage",Yes,,,,
20349,"Tags, Emergency Controlled Access",Yes,,,,
20350,"Tags, Cadaver",Yes,,,,
20351,"Alarms, Gravity Infusion",Yes,,,,
20352,Brachytherapy Systems,Yes,,,,
20353,"Brachytherapy Systems, Intravascular",Yes,,,,
20354,"Catheters, Vascular, Brachytherapy",Yes,,,,
20355,Computer-Aided Detection Systems,Yes,,,,
20356,"Computer-Aided Detection Systems, Image, Lung Nodule",Yes,,,,
20357,"Monitors, Laboratory",Yes,,,,
20358,Respirators,Yes,,,,
20359,"Respirators, Air-Purifying, Particulate",Yes,,,,
20360,"Respirators, Air-Purifying, Gas/Vapor",Yes,,,,
20361,"Respirators, Air-Purifying, Particulate/Gas/Vapor",Yes,,,,
20362,"Respirators, Air-Supplying",Yes,,,,
20363,"Respirators, Air-Supplying, Stationary Source",Yes,,,,
20364,"Respirators, Air-Supplying, Self-Contained",Yes,,,,
20365,"Respirators, Air-Supplying, Stationary Source/Emergency Container",Yes,,,,
20366,"Monitors, Bedside, Respiration, Inspired Oxygen",Yes,,,,
20369,Water-Jet Surgical Units,Yes,,,,
20370,"Water-Jet Surgical Units, Arthroscopic",Yes,,,,
20371,Eye-Drop Delivery Aids,Yes,,,,
20372,"Microspheres, Embolization, Brachytherapy",Yes,,,,
20373,"Gel, Postsurgical Adhesion Inhibition",Yes,,,,
20374,"Solutions, Postsurgical Adhesion Inhibition",Yes,,,,
20375,"Pacemakers, Cardiac, Implantable, Resynchronization",Yes,,,,
20376,"Defibrillator/Cardioverter/Pacemakers, Implantable, Resynchronization",Yes,,,,
20377,"Leads, Implantable Defibrillator/Pacemaker, Resynchronization",Yes,,,,
20378,"Scanning Systems, Ultrasonic, Endoscopic",Yes,,,,
20379,"Lasers, Carbon Dioxide, Transmyocardial Revascularization",Yes,,,,
20380,"Lasers, Ho:YAG, Transmyocardial Revascularization",Yes,,,,
20381,"Lasers, Ho:YAG, Percutaneous Myocardial Revascularization",Yes,,,,
20382,"Catheters, Cardiac, Laser Percutaneous Myocardial Revascularization",Yes,,,,
20383,"Stents, Vascular, Coronary, Balloon-Expandable, Drug-Eluting",Yes,,,,
20384,"Stents, Vascular, Coronary, Balloon-Expandable, Bioactive-Coated",Yes,,,,
20385,"Analyzers, Point-of-Care, Whole Blood, Glycated Hemoglobin",Yes,,,,
20386,"Analyzers, Point-of-Care, Whole Blood/Urine, Multianalyte, Diabetes",Yes,,,,
20387,"Stereotactic Systems, Image-Guided, Surgical, Otorhinolaryngology",Yes,,,,
20388,"Automation Systems, Operating Room",Yes,,,,
20389,"Video Systems, Endoscopic, Chip Camera",Yes,,,,
20390,"Video Systems, Endoscopic, Video Adapter",Yes,,,,
20391,"Video Systems, Endoscopic, Ingestible Camera",Yes,,,,
20392,"Cameras, Video, Ingestible",Yes,,,,
20393,"Information Systems, Data Management, Perioperative",Yes,,,,
20394,Noncontact Normothermic Wound Therapy Systems,Yes,,,,
20395,Negative-Pressure Wound Therapy Systems,Yes,,,,
20398,"Prostheses, Heart, Transcutaneously Powered",Yes,,,,
20399,Microspheres,Yes,,,,
20400,"Microspheres, Embolization",Yes,,,,
20401,"Syringes, Plunger, Protective",Yes,,,,
20402,"Microspheres, Embolization, Hyperthermia",Yes,,,,
20403,"Microspheres, Embolization, Drug Delivery",Yes,,,,
20404,"Microspheres, Regional Blood Flow Measurement",Yes,,,,
20405,"Microspheres, Device Calibration/Laboratory",Yes,,,,
20409,"Gowns, Splash, Protection",Yes,,,,
20410,"Programmer/Testers, Implantable Incontinence Stimulator",Yes,,,,
20411,"Programmer/Testers, Implantable Infusion Pump",Yes,,,,
20412,"Occluders, Vascular, Intravascular Embolization, Particulate",Yes,,,,
20413,"Occluders, Vascular, Presacral Bleeding",Yes,,,,
20414,"Occluders, Cardiac Septum",Yes,,,,
20415,"Occluders, Fallopian Tube",Yes,,,,
20416,"Occluders, Umbilical Cord",Yes,,,,
20417,Ear Muffs,Yes,,,,
20418,"Stents, Biliary, Polymeric",Yes,,,,
20419,"Stents, Biliary, Metallic",Yes,,,,
20420,"Stents, Biliary, Metallic, Balloon-Expandable",Yes,,,,
20421,"Stents, Biliary, Metallic, Self-Expanding",Yes,,,,
20422,"Stents, Vascular, Coronary, Balloon-Expandable",Yes,,,,
20425,"Stents, Vascular, Coronary, Self-Expanding",Yes,,,,
20426,"Stents, Vascular, Carotid",Yes,,,,
20427,"Stents, Vascular, Carotid, Self-Expanding",Yes,,,,
20428,"Stents, Vascular, Renal Artery",Yes,,,,
20429,"Stents, Vascular, Peripheral, Balloon-Expandable",Yes,,,,
20430,"Stents, Vascular, Peripheral, Self-Expanding",Yes,,,,
20431,"Stents, Bronchial, Polymeric",Yes,,,,
20432,"Stents, Bronchial, Metallic",Yes,,,,
20433,"Stents, Bronchial, Metallic, Balloon-Expandable",Yes,,,,
20434,"Stents, Bronchial, Metallic, Self-Expanding",Yes,,,,
20435,"Stents, Tracheal, Polymeric",Yes,,,,
20436,"Stents, Tracheal, Polymeric, T-Shaped",Yes,,,,
20437,"Stents, Tracheal, Metallic",Yes,,,,
20438,"Stents, Tracheal, Metallic, Balloon-Expandable",Yes,,,,
20439,"Stents, Tracheal, Metallic, Self-Expanding",Yes,,,,
20440,"Stents, Tracheobronchial",Yes,,,,
20441,"Stents, Laryngeal",Yes,,,,
20442,"Stents, Esophageal, Polymeric",Yes,,,,
20443,"Stents, Esophageal, Metallic",Yes,,,,
20444,"Stents, Esophageal, Metallic, Self-Expanding",Yes,,,,
20445,"Stents, Pancreatic, Polymeric",Yes,,,,
20446,"Stents, Pancreatic, Metallic",Yes,,,,
20447,"Stents, Pancreatic, Metallic, Self-Expanding",Yes,,,,
20448,"Stents, Pancreatic, Metallic, Balloon-Expandable",Yes,,,,
20449,"Stents, Colonic",Yes,,,,
20450,"Stents, Dental",Yes,,,,
20451,Stent/Grafts,Yes,,,,
20452,"Stent/Grafts, Vascular, Coronary",Yes,,,,
20453,"Stent/Grafts, Vascular, Aortic",Yes,,,,
20454,"Stent/Grafts, Vascular, Aortoiliac",Yes,,,,
20455,"Stent/Grafts, Vascular, Peripheral",Yes,,,,
20456,"Needles, Injection, Subcutaneous Port, Protective",Yes,,,,
20457,"Needle Guards, Blood Donor Set",Yes,,,,
20459,"Airway Clearance Units, Insufflation/Exsufflation",Yes,,,,
20460,"Reagents, Serology, Rapid Test, Virus, Influenza",Yes,,,,
20461,"Syringes, Plunger, Insulin, Protective",Yes,,,,
20462,Digitizers,Yes,,,,
20463,"Digitizers, Document",Yes,,,,
20464,"Digitizers, Video",Yes,,,,
20465,"Digitizer/Recorders, Video",Yes,,,,
20466,"Aprons, Infant Evacuation",Yes,,,,
20467,"Syringes, Plunger, Tuberculin/Allergy",No,Outside scope,,,
20468,"Syringes, Plunger, Tuberculin/Allergy, Protective",No,Outside scope,,,
20469,"Syringes, Plunger, Oral Medication",No,Outside scope,,,
20470,"Syringes, Plunger, Arterial Blood Sampling",No,Outside scope,,,
20471,"Syringes, Plunger, Arterial Blood Sampling, Protective",No,Outside scope,,,
20472,"Syringes, Cartridge, Protective",No,Outside scope,,,
20473,"Syringes, Cartridge, Dental, Anesthetic, Intraligamentary",No,Outside scope,,,
20474,"Syringes, Air/Water Systems, Dental",No,Outside scope,,,
20475,Endoscopes,Yes,,,,
20476,"Endoscopes, Respiratory Tract",Yes,,,,
20477,"Endoscopes, Gastrointestinal Tract",Yes,,,,
20478,"Endoscopes, Gastrointestinal Tract, Upper Tract",Yes,,,,
20479,"Endoscopes, Gastrointestinal Tract, Lower Tract",Yes,,,,
20480,"Choledochoscopes, Percutaneous",Yes,,,,
20481,"Choledochoscopes, Laparoscopic",Yes,,,,
20482,"Choledochoscopes, Transduodenal",Yes,,,,
20483,"Endoscopes, Urinary Tract",Yes,,,,
20484,"Laparoscopes, Diagnostic",Yes,,,,
20485,"Laparoscopes, Surgical",Yes,,,,
20486,"Encephaloscopes, Rigid",Yes,,,,
20487,"Encephaloscopes, Flexible",Yes,,,,
20488,Sialoscopes,Yes,,,,
20489,"Specula, Pharyngeal",Yes,,,,
20490,"Prostheses, Cardiac Ventricle",Yes,,,,
20491,"Prostheses, Cardiac Ventricle, Percutaneously Powered",Yes,,,,
20492,"Prostheses, Cardiac Ventricle, Transcutaneously Powered",Yes,,,,
20493,Detectors,Yes,,,,
20494,"Detectors, Environmental",Yes,,,,
20495,"Detectors, Environmental, Chemical Agent",Yes,,,,
20496,"Detectors, Environmental, Chemical Agent, Nerve",Yes,,,,
20497,"Detectors, Environmental, Chemical Agent, Blister",Yes,,,,
20498,"Detectors, Environmental, Chemical Agent, Toxic Industrial Material",Yes,,,,
20499,"Detectors, Environmental, Chemical Agent, Remote Sensing",Yes,,,,
20500,"Detectors, Environmental, Chemical Agent, Telemetric",Yes,,,,
20501,"Detectors, Environmental, Chemical Agent, Telemetric, Air-Drop Sonde",Yes,,,,
20502,"Detectors, Environmental, Biological Agent",Yes,,,,
20503,"Detectors, Environmental, Biological Agent, Remote Sensing",Yes,,,,
20504,"Detectors, Environmental, Biological Agent, Telemetric",Yes,,,,
20505,"Detectors, Environmental, Biological Agent, Telemetric, Air-Drop Sonde",Yes,,,,
20506,"Detectors, Environmental, Ionizing Radiation",Yes,,,,
20507,"Detectors, Environmental, Ionizing Radiation, Low-Level",Yes,,,,
20508,"Detectors, Environmental, Ionizing Radiation, High-Level",Yes,,,,
20509,"Detectors, Environmental, Explosive Trace",Yes,,,,
20510,"Detectors, Environmental, Narcotic Trace",Yes,,,,
20511,"Detectors, Environmental, Explosive/Narcotic Trace",Yes,,,,
20512,"Reagents, Clinical Chemistry, Rapid Test, pH, Strip",Yes,,,,
20513,"Reagents, Clinical Chemistry, Rapid Test, Chemical Agent",Yes,,,,
20514,Detection Kits,Yes,,,,
20515,"Detection Kits, Chemical Agent",Yes,,,,
20516,"Detection Kits, Chemical Agent, Strip-Reagent",Yes,,,,
20517,"Detection Kits, Chemical Agent, Colorimetric Tube",Yes,,,,
20518,"Detection Kits, Chemical Agent, Water Testing",Yes,,,,
20519,"Detection Kits, Biological Agent",Yes,,,,
20520,"Detection Kits, Explosive Trace",Yes,,,,
20521,"Monitors, Environmental, Chemical Agent",Yes,,,,
20522,"Monitors, Environmental, Chemical Agent, Nerve/Blister",Yes,,,,
20523,"Monitors, Environmental, Chemical Agent, Toxic Industrial Material",Yes,,,,
20524,"Simulators, Environmental Detector/Monitor",Yes,,,,
20525,"Simulators, Environmental Detector/Monitor, Chemical Agent",Yes,,,,
20526,"Simulators, Environmental Detector/Monitor, Chemical Agent, Chemical Simulant",Yes,,,,
20527,"Simulators, Environmental Detector/Monitor, Chemical Agent, Nonchemical Simulant",Yes,,,,
20528,"Simulators, Environmental Detector/Monitor, Biological Agent",Yes,,,,
20529,"Simulators, Environmental Detector/Monitor, Ionizing Radiation",Yes,,,,
20530,"Simulators, Environmental Detector/Monitor, Ionizing Radiation, Gamma",Yes,,,,
20531,"Simulators, Environmental Detector/Monitor, Ionizing Radiation, Alpha/Beta",Yes,,,,
20532,"Modular Medical Facilities, Mobile, Chemical/Biological Agent Detection",Yes,,,,
20533,Samplers,Yes,,,,
20534,"Samplers, Laboratory",Yes,,,,
20535,"Samplers, Laboratory, Manual",Yes,,,,
20536,"Samplers, Laboratory, Automated",Yes,,,,
20537,"Samplers, Environmental",Yes,,,,
20538,"Samplers, Environmental, Air, Biological Agent",Yes,,,,
20539,"Samplers, Environmental, Water",Yes,,,,
20540,"Sampling Kits, Hazardous Material",Yes,,,,
20541,"Needles, Injection, Bifurcated",Yes,,,,
20542,"Needles, Injection, Bifurcated, Protective",Yes,,,,
20543,"Vaccination Kits, Smallpox",Yes,,,,
20544,"Radiotherapy Systems, Neutron Beam",Yes,,,,
20545,"Radiotherapy Systems, Neutron Beam, Fast Neutron",Yes,,,,
20546,"Radiotherapy Systems, Proton Beam",Yes,,,,
20547,"Radiotherapy Simulation Systems, Radiographic/Fluoroscopic-Based",Yes,,,,
20548,"Radiotherapy Simulation Systems, Computed Tomography-Based",Yes,,,,
20549,"Catheters, Pleural",Yes,,,,
20550,"Catheters, Pleural, Drainage",Yes,,,,
20551,"Drainage Kits, Pleural",Yes,,,,
20552,Decontaminants,Yes,,,,
20553,"Decontaminants, Physical Removal",Yes,,,,
20554,"Decontaminants, Physical Removal, Nonplastic Kaolin",Yes,,,,
20555,"Decontaminants, Chemical Neutralization",Yes,,,,
20556,"Decontaminants, Chemical Neutralization, Oxidizing",Yes,,,,
20557,"Decontaminants, Chemical Neutralization, Oxidizing, Foam",Yes,,,,
20558,"Decontaminants, Chemical Neutralization, Oxidizing, Foam, Binary",Yes,,,,
20559,"Decontaminants, Chemical Neutralization, Oxidizing, Gel",Yes,,,,
20560,"Decontaminants, Chemical Neutralization, Strong Base",Yes,,,,
20561,"Decontaminants, Chemical Neutralization, Strong Base, Solution Number 2",Yes,,,,
20562,"Decontaminants, Chemical Neutralization, Microemulsion",Yes,,,,
20563,"Decontaminants, Chemical Neutralization, Microemulsion, C8",Yes,,,,
20564,"Decontaminants, Chemical Neutralization, Catalytic Enzyme",Yes,,,,
20565,"Decontaminants, Physical Removal/Chemical Neutralization, Resin",Yes,,,,
20566,"Decontaminants, Physical Removal/Chemical Neutralization, Viscous Solution",Yes,,,,
20567,Decontamination Kits,Yes,,,,
20568,"Decontamination Kits, Skin",Yes,,,,
20569,"Decontamination Kits, Skin, Chemical Neutralization",Yes,,,,
20570,"Decontamination Kits, Personal Gear",Yes,,,,
20571,"Decontamination Kits, Personal Gear, Removal/Neutralization Resin",Yes,,,,
20572,"Decontamination Kits, Skin/Personal Gear",Yes,,,,
20573,"Decontamination Kits, Skin/Personal Gear, Nonplastic Kaolin",Yes,,,,
20574,"Training Kits, Decontamination",Yes,,,,
20575,"Towelettes, Personal, Skin/Personal Gear Decontamination",Yes,,,,
20576,Decontamination Units,Yes,,,,
20577,"Decontamination Units, Physical Removal",Yes,,,,
20578,"Decontamination Units, Physical Removal, High-Pressure Water",Yes,,,,
20579,"Decontamination Units, Physical Removal, High-Pressure Gas/Particulate",Yes,,,,
20580,"Decontamination Units, Chemical Neutralization",Yes,,,,
20581,"Decontamination Units, Chemical Neutralization, Microemulsion",Yes,,,,
20582,"Decontamination Units, Chemical Neutralization, Spray",Yes,,,,
20583,"Decontamination Units, Physical Removal/Chemical Neutralization",Yes,,,,
20584,"Decontamination Units, Physical Removal/Chemical Neutralization, Ultrasonic",Yes,,,,
20585,Decontamination Systems,Yes,,,,
20586,"Decontamination Systems, Outdoor Equipment/Vehicle/Facility",Yes,,,,
20587,"Decontamination Systems, Multiple Garment/Personal Gear",Yes,,,,
20588,"Decontamination Systems, Antidispersive/Blast Foam",Yes,,,,
20589,"Chambers, Decontamination",Yes,,,,
20590,"Chambers, Decontamination, High-Pressure Carbon Dioxide/Particulate",Yes,,,,
20591,"Cabinets, Storage",Yes,,,,
20593,"Cabinets, Storage, Medicine, Computerized",Yes,,,,
